tweet_id,sentiment_value,ortographic_value,bad_words_value,spam_value,text_credibility
552802515969138688,0,0,[0],1,[0.25]

552802531672588288,0,0,[0],1,[0.25]

552802714816905216,0,0,[0],1,[0.25]

552803413583360001,0,0,[0],1,[0.25]

552803431702749184,0,0,[0],1,[0.25]

552803757864787968,0,0,[0],1,[0.25]

552803792618799106,0,1,[0],1,[0.5]

552804175310901248,0,1,[0],1,[0.5]

552804198161854464,0,0,[0],1,[0.25]

552804301316579330,0,0,[0],1,[0.25]

552804328319504384,0,0,[0],1,[0.25]

552804454773567488,0,0,[0],1,[0.25]

552804491821854720,0,0,[0],1,[0.25]

552804592988479488,0,0,[0],1,[0.25]

552804769241526272,0,1,[1],1,[0.75]

552804784819154944,0,0,[0],1,[0.25]

552804810463117312,0,0,[0],1,[0.25]

552804962158514176,0,0,[0],0,[0.]

552805050620604418,0,1,[0],1,[0.5]

552805069956329472,0,0,[0],1,[0.25]

552805169206157312,0.5,0,[0],1,[0.375]

552805175874686977,0,0,[0],1,[0.25]

552805209424941058,0.5,0,[0],1,[0.375]

552805450350362625,0,0,[0],1,[0.25]

552805638024077312,1,1,[0],1,[0.75]

552805799106732032,0,0,[0],1,[0.25]

552805830677258240,0,0,[0],0,[0.]

552805853762699264,1,0,[0],1,[0.5]

552805956619628544,0,1,[0],1,[0.5]

552805970536333314,0,0,[0],1,[0.25]

552806056154644480,0,0,[1],1,[0.5]

552806077755326464,1,0,[0],1,[0.5]

552806462125506560,0,1,[0],1,[0.5]

552806610490646528,0,0,[0],1,[0.25]

552806624046641153,0,0,[0],1,[0.25]

552806890498191361,0,0,[0],1,[0.25]

552806932176977920,0,0,[1],1,[0.5]

552807013764575232,0,1,[0],1,[0.5]

552807054268956673,0,0,[0],0,[0.]

552807071054184448,0,0,[0],1,[0.25]

552807101442322432,0,0,[0],1,[0.25]

552807191775043585,0,1,[0],1,[0.5]

552807236339507200,0,0,[0],1,[0.25]

552807328287064065,0,0,[0],1,[0.25]

552807536894947329,1,0,[0],1,[0.5]

552807582113730560,0.5,0,[0],1,[0.375]

552807598966059008,0,1,[0],1,[0.5]

552807658869493760,0.5,0,[0],1,[0.375]

552807783385800705,0,0,[0],1,[0.25]

552807832257835008,1,1,[0],1,[0.75]

552807874192482305,0,0,[0],1,[0.25]

552807904597008385,0,0,[0],1,[0.25]

552808135006887937,0.5,0,[1],1,[0.625]

552808138127446016,0,0,[0],1,[0.25]

552808242276229120,0,0,[1],1,[0.5]

552808461940301825,0,0,[0],1,[0.25]

552808487924011008,0,1,[0],1,[0.5]

552808658510561280,0,0,[0],1,[0.25]

552808669646036992,1,1,[0],1,[0.75]

552808701065953280,0,0,[0],1,[0.25]

552808776492130304,0,0,[0],1,[0.25]

552808785329549313,0,0,[0],1,[0.25]

552809042687819776,0,0,[0],1,[0.25]

552809336360419329,0,0,[0],1,[0.25]

552809902956367872,0,0,[0],1,[0.25]

552810032765497345,0,0,[0],1,[0.25]

552810124776308736,0,0,[0],1,[0.25]

552810166744547328,0,0,[0],1,[0.25]

552810249263259649,0,0,[0],1,[0.25]

552810276635291649,0,1,[0],1,[0.5]

552810287695659009,0,0,[0],1,[0.25]

552810359409897472,0,0,[0],1,[0.25]

552810477940932609,0,0,[0],1,[0.25]

552810625873633280,0,0,[0],1,[0.25]

552810805243412481,0,0,[0],1,[0.25]

552810855503757313,0,1,[0],1,[0.5]

552810884029222912,0,0,[0],1,[0.25]

552811128326475776,0,0,[0],1,[0.25]

552811254667288576,0,1,[0],1,[0.5]

552811319079227393,0,0,[0],1,[0.25]

552811354323963904,0.5,0,[0],1,[0.375]

552811408094945280,0,1,[0],1,[0.5]

552811438994378754,0,0,[0],1,[0.25]

552811533303296001,0,0,[0],1,[0.25]

552811606640721921,0,0,[0],1,[0.25]

552811735183552512,0,0,[0],1,[0.25]

552811772038881280,0,1,[0],1,[0.5]

552812020295532544,0.5,0,[0],1,[0.375]

552812040926941185,0,0,[0],1,[0.25]

552812098057936896,0,0,[0],1,[0.25]

552812140479148032,0,0,[0],1,[0.25]

552812188315172864,0,0,[0],1,[0.25]

552812399997489152,0,0,[0],1,[0.25]

552812416485294080,0,1,[0],1,[0.5]

552812475134275584,0,0,[0],1,[0.25]

552812572731527168,0,0,[0],1,[0.25]

552812623658762240,0,0,[0],1,[0.25]

552812775907422209,0,0,[0],1,[0.25]

552812811651272705,0,0,[0],1,[0.25]

552812847651377153,0,0,[1],1,[0.5]

552812951208722432,0,0,[0],1,[0.25]

552812984343330816,0,0,[0],1,[0.25]

552813011803836416,0,0,[0],1,[0.25]

552813155572006912,0,1,[0],1,[0.5]

552813160110252032,0,0,[0],1,[0.25]

552813223360352256,0,1,[0],1,[0.5]

552813420136128513,1,0,[0],1,[0.5]

552813590919778304,0,0,[0],1,[0.25]

552813988644659200,0,1,[0],1,[0.5]

552814076167213056,0,0,[0],1,[0.25]

552814130827370498,1,0,[0],1,[0.5]

552814137857036289,0,0,[0],1,[0.25]

552814213081866240,0,1,[0],1,[0.5]

552814216550563840,0,0,[0],0,[0.]

552814280471367680,0,0,[0],1,[0.25]

552814317096407040,0,0,[0],0,[0.]

552814382338826240,0,0,[1],1,[0.5]

552814410763603968,0,0,[0],1,[0.25]

552814460193476609,0.5,0,[0],1,[0.375]

552814566594576386,0,0,[0],1,[0.25]

552814627399012352,0,0,[0],1,[0.25]

552814766369284097,0,0,[0],1,[0.25]

552814770542628865,0,0,[0],1,[0.25]

552814845016694786,0,0,[0],1,[0.25]

552814916567322624,0.5,0,[0],1,[0.375]

552814974511628289,0.5,1,[0],1,[0.625]

552814978823385088,0,1,[0],1,[0.5]

552814983797821440,0,1,[0],1,[0.5]

552815017402589184,0,0,[0],1,[0.25]

552815091331366912,0,1,[0],1,[0.5]

552815122897727488,0,1,[0],1,[0.5]

552815293349650433,0,0,[0],0,[0.]

552815332931665921,0,0,[0],1,[0.25]

552815387759616000,0,0,[0],1,[0.25]

552815443959091200,0,1,[0],0,[0.25]

552815575672836096,0,1,[0],1,[0.5]

552815682241691648,0,1,[0],1,[0.5]

552815712327454720,1,1,[0],1,[0.75]

552815712432316417,0,0,[0],1,[0.25]

552815993165467649,0,0,[0],1,[0.25]

552816010752167936,0,1,[0],1,[0.5]

552816062593761280,0,0,[1],1,[0.5]

552816233796894720,0,0,[0],1,[0.25]

552816288612225024,0,1,[0],1,[0.5]

552816288935202817,0,0,[0],1,[0.25]

552816497740251136,0,0,[0],1,[0.25]

552816539175763969,1,0,[0],1,[0.5]

552816561514635264,0,0,[0],1,[0.25]

552816590463315968,0,0,[0],1,[0.25]

552816686752358401,0,1,[0],1,[0.5]

552816689386373121,0,1,[0],1,[0.5]

552816883012239360,0,0,[1],1,[0.5]

552816933851394048,0,0,[0],1,[0.25]

552817061203050496,0,0,[0],1,[0.25]

552817146166652928,0,0,[0],1,[0.25]

552817151112142848,0,0,[0],0,[0.]

552817205982019584,0,0,[0],1,[0.25]

552817293969739778,0,0,[0],1,[0.25]

552817367995002880,0,0,[0],1,[0.25]

552817391181103104,0,1,[0],1,[0.5]

552817490263572480,0,0,[0],1,[0.25]

552817675408523264,0,0,[0],1,[0.25]

552817711617552385,0.5,0,[0],1,[0.375]

552817759684665345,0,0,[0],1,[0.25]

552817769604198400,0,0,[0],1,[0.25]

552817783910961152,0,1,[0],1,[0.5]

552817785949396992,0,0,[0],1,[0.25]

552817918220984320,0,1,[0],1,[0.5]

552818300041052160,0.5,1,[0],1,[0.625]

552818301530025984,0,0,[0],1,[0.25]

552818309050421250,0,0,[0],1,[0.25]

552818334643658752,1,0,[0],1,[0.5]

552818368487911425,0,0,[0],1,[0.25]

552818685526933505,0,0,[0],1,[0.25]

552818799095730176,0,1,[0],1,[0.5]

552818868604129280,0.5,0,[0],1,[0.375]

552818870281850881,0,1,[0],1,[0.5]

552818922798727168,0,0,[0],1,[0.25]

552818988468944897,0,0,[0],1,[0.25]

552819064301961216,0,0,[0],1,[0.25]

552819155859431424,0,0,[0],1,[0.25]

552819208212717568,0,0,[0],1,[0.25]

552819316702199811,0,0,[0],1,[0.25]

552819350504493057,0,0,[0],1,[0.25]

552819474320359425,0,0,[0],1,[0.25]

552819569103220736,0,0,[0],1,[0.25]

552819649599897601,0,0,[0],1,[0.25]

552819824007872512,0.5,0,[0],1,[0.375]

552819936343883776,0,0,[0],1,[0.25]

552819983915700224,0,0,[0],1,[0.25]

552819986834923520,0,0,[0],1,[0.25]

552820025409941506,0,0,[0],1,[0.25]

552820150345297921,0,0,[0],0,[0.]

552820156980670464,0,0,[0],1,[0.25]

552820265994829824,0,1,[0],1,[0.5]

552820331204055041,0,0,[0],1,[0.25]

552820384039706624,0,0,[0],1,[0.25]

552820533507944448,0,0,[0],0,[0.]

552820575752974336,0.5,0,[0],0,[0.125]

552820735513612288,0,1,[0],1,[0.5]

552820842544246784,0,0,[0],1,[0.25]

552820930419109888,0,0,[0],1,[0.25]

552821030117711872,0,0,[0],1,[0.25]

552821050145513472,0,0,[0],1,[0.25]

552821223676444672,0.5,0,[0],1,[0.375]

552821282447040513,0,0,[0],1,[0.25]

552821437678223361,0,0,[0],1,[0.25]

552821570423771136,0,1,[0],1,[0.5]

552821573946982401,0,0,[0],1,[0.25]

552821659103940608,0,1,[0],0,[0.25]

552821730100924417,0,0,[0],1,[0.25]

552821810224304128,0,1,[0],1,[0.5]

552821810572439553,0,0,[0],1,[0.25]

552821862850637825,0,0,[0],1,[0.25]

552821977061556225,0,0,[0],1,[0.25]

552821991850668032,0,0,[0],1,[0.25]

552822043490938881,0,0,[0],1,[0.25]

552822076676255744,0,0,[0],1,[0.25]

552822314157768704,0,1,[0],1,[0.5]

552822330141851649,0,0,[0],1,[0.25]

552822450824962048,0,0,[0],1,[0.25]

552822465047437314,0,0,[0],1,[0.25]

552822544341139458,0,1,[0],1,[0.5]

552822566726164481,0,0,[0],1,[0.25]

552822604206460928,0,1,[0],1,[0.5]

552822718115373057,0.5,1,[0],0,[0.375]

552822739388882944,0,0,[0],1,[0.25]

552822783311630336,0.5,0,[0],1,[0.375]

552822812281692160,1,1,[0],1,[0.75]

552822841541144577,1,1,[0],1,[0.75]

552822873773993984,0,0,[0],1,[0.25]

552822887988883457,0,0,[0],1,[0.25]

552822944603582464,1,0,[0],1,[0.5]

552823014866563072,0,1,[0],1,[0.5]

552823029680852992,0,0,[0],0,[0.]

552823108537954306,0,0,[0],1,[0.25]

552823186966855680,0,0,[0],1,[0.25]

552823198484819969,0,0,[0],1,[0.25]

552823301899575296,0,1,[1],1,[0.75]

552823427862908928,0,1,[0],1,[0.5]

552823691500072960,0,0,[0],1,[0.25]

552823829333291010,0,0,[1],1,[0.5]

552823933381394432,0,1,[0],1,[0.5]

552823940440403968,0,1,[0],1,[0.5]

552823949311369216,1,1,[0],1,[0.75]

552823984358977536,0,0,[0],1,[0.25]

552824126659104771,0,0,[0],1,[0.25]

552824162969210880,0.5,0,[0],1,[0.375]

552824163841638400,0,0,[0],0,[0.]

552824320389435392,0,1,[0],1,[0.5]

552824383816073216,0,1,[0],1,[0.5]

552824456557887488,0,0,[0],1,[0.25]

552824462958395392,0,0,[0],1,[0.25]

552824705703763969,0,0,[0],0,[0.]

552824742097719296,0,1,[0],1,[0.5]

552824769754976257,0,1,[0],1,[0.5]

552824885484224513,0,1,[0],1,[0.5]

552825083941879808,0,0,[0],1,[0.25]

552825211654246401,0,1,[0],1,[0.5]

552825236715208707,0,0,[0],1,[0.25]

552825257707335680,0,1,[0],1,[0.5]

552825303341740032,0,0,[0],1,[0.25]

552825402872590336,0,1,[1],0,[0.5]

552825459546030080,0,0,[0],1,[0.25]

552825473160736768,0,0,[0],1,[0.25]

552825512708808704,0,0,[0],0,[0.]

552825664307744769,0,0,[0],1,[0.25]

552825739075022848,0,0,[0],1,[0.25]

552825783337897984,0,0,[0],1,[0.25]

552825844755083265,0,0,[0],0,[0.]

552826060455550976,0,1,[0],1,[0.5]

552826150141960192,0,0,[0],1,[0.25]

552826238407294977,0,1,[0],1,[0.5]

552826270866616320,0,0,[0],1,[0.25]

552826443965927425,0,0,[0],1,[0.25]

552826524467216385,0,0,[0],1,[0.25]

552826580741795840,0,0,[0],1,[0.25]

552826581916594178,0,0,[0],1,[0.25]

552826724774592512,0,0,[0],1,[0.25]

552826876398292992,0,0,[0],1,[0.25]

552826992509599744,0,1,[0],1,[0.5]

552827008800280576,0,0,[0],0,[0.]

552827029692104706,0,0,[0],1,[0.25]

552827117663436801,0,0,[0],1,[0.25]

552827123963281408,0,0,[0],0,[0.]

552827133500719104,0,1,[0],1,[0.5]

552827164677373952,0.5,0,[0],1,[0.375]

552827349667176448,0,0,[0],1,[0.25]

552827553493565441,0,0,[0],1,[0.25]

552827606715076608,0,0,[0],1,[0.25]

552827757164371968,0,0,[0],1,[0.25]

552827819521085441,0,0,[0],1,[0.25]

552827825603219456,0,0,[0],1,[0.25]

552827848734830592,0,0,[1],1,[0.5]

552827966950866945,0,0,[0],1,[0.25]

552827979093385216,0,0,[0],1,[0.25]

552827981069291520,0.5,0,[0],1,[0.375]

552828280806850561,0,0,[0],1,[0.25]

552828308744699904,0,0,[0],1,[0.25]

552828400843620353,0,1,[0],1,[0.5]

552828504060874752,0,0,[0],1,[0.25]

552828573896413185,1,0,[0],1,[0.5]

552828811344359425,0,1,[0],1,[0.5]

552828872379875328,0,0,[0],1,[0.25]

552829011983089664,0,0,[1],1,[0.5]

552829031075553281,0,0,[0],1,[0.25]

552829046485434368,0,1,[0],1,[0.5]

552829082388660224,0,0,[0],1,[0.25]

552829096816693248,0,0,[0],1,[0.25]

552829129356496896,0,1,[0],1,[0.5]

552829176018112513,0,1,[0],0,[0.25]

552829217134505985,0,0,[0],1,[0.25]

552829306439598080,0,0,[0],1,[0.25]

552829395690201088,0,0,[0],1,[0.25]

552829396265230336,0,0,[0],1,[0.25]

552829481962835969,0,1,[0],1,[0.5]

552829571750715392,0,0,[0],0,[0.]

552829622128500736,0.5,1,[0],1,[0.625]

552829637215408128,0,1,[0],1,[0.5]

552829734502297600,0,0,[0],1,[0.25]

552829904396775425,0,0,[0],1,[0.25]

552829971631472640,0,0,[0],1,[0.25]

552830151650967552,0,0,[0],1,[0.25]

552830433688571904,0,0,[0],1,[0.25]

552830459273809920,0,0,[0],1,[0.25]

552830521340723200,0,0,[0],1,[0.25]

552830599002857472,0,0,[0],1,[0.25]

552830668607348736,0,1,[0],1,[0.5]

552830674357334016,0,0,[0],1,[0.25]

552830781656428544,0,1,[0],1,[0.5]

552830850279424001,0,0,[0],1,[0.25]

552830862585503746,0.5,1,[0],1,[0.625]

552830966411321344,0,0,[0],1,[0.25]

552831101312303104,0,1,[0],1,[0.5]

552831107985858560,0,1,[0],1,[0.5]

552831197420994560,0,0,[0],1,[0.25]

552831230735962113,0,1,[0],1,[0.5]

552831266945794048,0.5,1,[0],1,[0.625]

552831420197261314,0.5,1,[0],1,[0.625]

552831460236099586,0,1,[0],1,[0.5]

552831506041683970,0,0,[0],1,[0.25]

552831515940634624,0,1,[0],1,[0.5]

552831524002103297,0,0,[0],1,[0.25]

552831624283693056,0,0,[0],1,[0.25]

552831705351225344,0,0,[0],1,[0.25]

552831761957523456,0,0,[0],1,[0.25]

552831842232324097,0,1,[0],0,[0.25]

552831974784905216,0,1,[0],0,[0.25]

552831978522021890,0,0,[0],1,[0.25]

552832019940376576,0.5,1,[0],1,[0.625]

552832142397296641,0,1,[0],1,[0.5]

552832169496694786,0,0,[0],1,[0.25]

552832177138696192,0,0,[0],1,[0.25]

552832232197746688,0,1,[0],1,[0.5]

552832291601674240,0,1,[0],1,[0.5]

552832584045330432,0,1,[0],1,[0.5]

552832721945628672,0,1,[0],1,[0.5]

552832738542514176,0,0,[1],1,[0.5]

552832784046108672,0,0,[0],1,[0.25]

552832996676730881,0,0,[0],1,[0.25]

552833148128862208,0,0,[0],1,[0.25]

552833197084778496,0,1,[0],1,[0.5]

552833236389199874,0,0,[0],1,[0.25]

552833268362772481,0,0,[0],1,[0.25]

552833393734721537,0,0,[0],1,[0.25]

552833432540430337,0,1,[0],1,[0.5]

552833483325059072,0,0,[0],1,[0.25]

552833527444566016,0,0,[0],1,[0.25]

552833658017824768,0,1,[0],1,[0.5]

552833662593400833,0,0,[0],0,[0.]

552833681111658496,0,1,[0],0,[0.25]

552833795142209536,0.5,0,[0],1,[0.375]

552833941930274816,1,1,[0],1,[0.75]

552833942777511937,0,1,[0],1,[0.5]

552834033600966657,0,0,[0],0,[0.]

552834182905221121,0,1,[0],1,[0.5]

552834229722038273,0,0,[0],1,[0.25]

552834411553886209,0.5,1,[0],1,[0.625]

552834481183539201,0,0,[0],1,[0.25]

552834501383290880,0,1,[0],1,[0.5]

552834558706847745,0,0,[0],1,[0.25]

552834559297867778,0,1,[0],1,[0.5]

552834623944671232,0.5,0,[0],1,[0.375]

552834640692912128,0,1,[0],1,[0.5]

552834732325879809,0,0,[0],1,[0.25]

552834754056556544,0,1,[0],1,[0.5]

552834808121163776,0,0,[0],1,[0.25]

552834842837409793,0,0,[0],1,[0.25]

552834996265054208,0,0,[0],1,[0.25]

552835109372825601,0.5,0,[0],1,[0.375]

552835209285337089,0,1,[1],1,[0.75]

552835221859483649,0,0,[0],1,[0.25]

552835288725061635,0,0,[0],1,[0.25]

552835301547442176,0,0,[0],1,[0.25]

552835339325558785,0,0,[0],1,[0.25]

552835385043062784,0,1,[0],1,[0.5]

552835794646212608,0,0,[0],1,[0.25]

552835854750605313,1,0,[0],1,[0.5]

552835988540895232,0.5,0,[0],1,[0.375]

552836095332081664,0,0,[0],1,[0.25]

552836100814032896,0,0,[0],1,[0.25]

552836167029514240,0,0,[0],0,[0.]

552836204283326465,0,0,[0],1,[0.25]

552836392678465537,0,0,[0],1,[0.25]

552836444835037184,0,0,[0],0,[0.]

552836516775354368,0,0,[0],1,[0.25]

552836586191474689,0,0,[0],0,[0.]

552836695754678273,0,0,[0],1,[0.25]

552836775191019520,0,0,[0],1,[0.25]

552836829234614272,0,1,[0],1,[0.5]

552836844560609281,0,1,[0],1,[0.5]

552836854085459968,0,0,[0],1,[0.25]

552836898562265088,0,0,[0],1,[0.25]

552836913091330051,0,0,[0],0,[0.]

552836968410021888,0,0,[0],1,[0.25]

552836975741632514,0,0,[0],1,[0.25]

552836985493409792,0,0,[0],1,[0.25]

552837012689264640,0,0,[0],1,[0.25]

552837016350912512,0,1,[0],1,[0.5]

552837027616804864,0,0,[0],1,[0.25]

552837035732381696,0,0,[0],1,[0.25]

552837078854410241,0,0,[0],0,[0.]

552837086425128961,0,0,[0],1,[0.25]

552837147305455616,0,0,[0],1,[0.25]

552837168482492416,0,0,[0],1,[0.25]

552837190360006657,0,0,[0],1,[0.25]

552837268160135169,0.5,0,[0],1,[0.375]

552837310707171328,0,0,[0],1,[0.25]

552837484221300736,0,0,[0],1,[0.25]

552837499937378305,0,1,[0],0,[0.25]

552837527640363010,0,1,[0],1,[0.5]

552837561119686656,0.5,0,[0],1,[0.375]

552837599304622080,0,0,[0],1,[0.25]

552837610897694720,0,0,[0],1,[0.25]

552837644959621120,0,0,[0],1,[0.25]

552837655105658880,0,0,[0],1,[0.25]

552837775498964992,0,0,[0],1,[0.25]

552837814946394112,0,1,[0],1,[0.5]

552837907174948864,0,0,[1],1,[0.5]

552838074636718080,0,0,[0],0,[0.]

552838105422913538,0,0,[0],1,[0.25]

552838134627860480,0,0,[0],1,[0.25]

552838171323817984,0,0,[0],0,[0.]

552838203078873089,0,1,[0],1,[0.5]

552838203276021760,0,0,[0],1,[0.25]

552838287929663489,0,0,[0],1,[0.25]

552838324977545216,0,0,[1],1,[0.5]

552838341843226624,0,1,[0],0,[0.25]

552838440103198720,0,0,[0],1,[0.25]

552838479844216833,0,0,[0],1,[0.25]

552838559393013760,0,1,[0],1,[0.5]

552838568717344769,0,0,[0],1,[0.25]

552838613877411840,0,0,[0],1,[0.25]

552838710296080384,0,0,[0],0,[0.]

552839028350136320,0,0,[0],1,[0.25]

552839103214288896,0,0,[0],1,[0.25]

552839167575883776,0,0,[0],1,[0.25]

552839190921351168,0,0,[0],1,[0.25]

552839270395035649,0,0,[0],1,[0.25]

552839289919533056,0,0,[0],1,[0.25]

552839385209917440,0,0,[0],1,[0.25]

552839416620658688,0,0,[0],1,[0.25]

552839518974660608,0,1,[0],1,[0.5]

552839800433410049,0,0,[0],1,[0.25]

552839843999645697,0,0,[0],1,[0.25]

552839869387399168,0,0,[0],1,[0.25]

552839936521830401,0.5,0,[0],1,[0.375]

552839972911611904,0,0,[0],1,[0.25]

552839975843016706,0.5,1,[0],1,[0.625]

552840037642297345,0,0,[0],1,[0.25]

552840067199533057,0,0,[0],1,[0.25]

552840155728736256,0,0,[0],1,[0.25]

552840606074953728,0,0,[0],1,[0.25]

552840728116994049,0,0,[0],1,[0.25]

552840740007866368,0,0,[0],1,[0.25]

552840805678084096,0,0,[0],1,[0.25]

552840905213083648,0.5,1,[0],0,[0.375]

552840964025626624,0,0,[0],0,[0.]

552841006799159296,0,0,[0],1,[0.25]

552841043423805440,0,1,[0],1,[0.5]

552841049467400192,0,0,[0],1,[0.25]

552841157785694208,0,1,[0],1,[0.5]

552841185199263745,0.5,0,[1],1,[0.625]

552841287670308865,0,0,[0],1,[0.25]

552841460681572352,0,1,[0],1,[0.5]

552841477819473920,0,0,[0],1,[0.25]

552841562963464195,0,1,[0],1,[0.5]

552841583251701761,0,0,[0],1,[0.25]

552841650582847488,0,0,[0],1,[0.25]

552841684485414914,0.5,0,[0],1,[0.375]

552842042242789377,0,1,[0],0,[0.25]

552842140188147712,0,0,[0],1,[0.25]

552842236883652609,0,0,[0],1,[0.25]

552842342143905794,0,0,[1],1,[0.5]

552842580929826816,0,0,[0],1,[0.25]

552842614555545600,0,1,[0],1,[0.5]

552842642216988672,0,0,[0],1,[0.25]

552842755454799872,0,1,[0],1,[0.5]

552842761565904896,0,1,[0],1,[0.5]

552842814061424640,0,0,[0],1,[0.25]

552842837516386304,0,0,[0],1,[0.25]

552842983247466497,0,0,[0],1,[0.25]

552843136238899200,1,0,[0],1,[0.5]

552843174218321921,0,0,[0],1,[0.25]

552843236797349889,0,0,[0],1,[0.25]

552843285468020736,0,0,[0],1,[0.25]

552843349246619648,0,0,[0],1,[0.25]

552844023996907520,0,0,[0],1,[0.25]

552844100224172034,0,0,[0],0,[0.]

552844104418091008,0,0,[0],1,[0.25]

552844167681159169,0,1,[0],1,[0.5]

552844311096983552,0,0,[0],1,[0.25]

552844436460560384,0,0,[0],1,[0.25]

552844593046097920,0,1,[0],1,[0.5]

552844643097120768,0.5,0,[0],1,[0.375]

552844767281688577,0,0,[0],1,[0.25]

552844893148938240,0,0,[0],1,[0.25]

552845017208061953,0.5,0,[0],1,[0.375]

552845028130037760,0,0,[0],1,[0.25]

552845191003250688,0,0,[0],1,[0.25]

552845250268766209,0,1,[0],1,[0.5]

552845255796461569,0,1,[0],1,[0.5]

552845267289247744,0,1,[0],1,[0.5]

