tweet_id,sentiment_value,ortographic_value,bad_words_value,spam_value,text_credibility
552836586191474689,0.0,0,1,0,0.25
552836695754678273,0.0,0,1,1,0.5
552836775191019520,0.0,0,1,1,0.5
552836829234614272,0.0,1,1,1,0.75
552836844560609281,0.0,1,1,1,0.75
552836854085459968,0.0,0,1,1,0.5
552836898562265088,0.0,0,1,1,0.5
552836913091330051,0.0,0,1,0,0.25
552836968410021888,0.0,0,1,1,0.5
552836975741632514,0.0,0,1,1,0.5
552836985493409792,0.0,0,1,1,0.5
552837012689264640,0.0,0,1,1,0.5
552837016350912512,0.0,1,1,1,0.75
552837027616804864,0.0,0,1,1,0.5
552837035732381696,0.0,0,1,1,0.5
552837078854410241,0.0,0,1,0,0.25
552837086425128961,0.0,0,1,1,0.5
552837147305455616,0.0,0,1,1,0.5
552837168482492416,0.0,0,1,1,0.5
552837190360006657,0.0,0,1,1,0.5
552837268160135169,0.5,0,1,1,0.625
552837310707171328,0.0,0,1,1,0.5
552837484221300736,0.0,0,1,1,0.5
552837499937378305,0.0,1,1,0,0.5
552837527640363010,0.0,1,1,1,0.75
552837561119686656,0.5,0,1,1,0.625
552837599304622080,0.0,0,1,1,0.5
552837610897694720,0.0,0,1,1,0.5
552837644959621120,0.0,0,1,1,0.5
552837655105658880,0.0,0,1,1,0.5
552837775498964992,0.0,0,1,1,0.5
552837814946394112,0.0,1,1,1,0.75
552837907174948864,0.0,0,0,1,0.25
552838074636718080,0.0,0,1,0,0.25
552838105422913538,0.0,0,1,1,0.5
552838134627860480,0.0,0,1,1,0.5
552838171323817984,0.0,0,1,0,0.25
552838203078873089,0.0,1,1,1,0.75
552838203276021760,0.0,0,1,1,0.5
552838287929663489,0.0,0,1,1,0.5
552838324977545216,0.0,0,0,1,0.25
552838341843226624,0.0,1,1,0,0.5
552838440103198720,0.0,0,1,1,0.5
552838479844216833,0.0,0,1,1,0.5
552838559393013760,0.0,1,1,1,0.75
552838568717344769,0.0,0,1,1,0.5
552838613877411840,0.0,0,1,1,0.5
552838710296080384,0.0,0,1,0,0.25
552839028350136320,0.0,0,1,1,0.5
552839103214288896,0.0,0,1,1,0.5
552839167575883776,0.0,0,1,1,0.5
552839190921351168,0.0,0,1,1,0.5
552839270395035649,0.0,0,1,1,0.5
552839289919533056,0.0,0,1,1,0.5
552839385209917440,0.0,0,1,1,0.5
552839416620658688,0.0,0,1,1,0.5
552839518974660608,0.0,1,1,1,0.75
552839800433410049,0.0,0,1,1,0.5
552839843999645697,0.0,0,1,1,0.5
552839869387399168,0.0,0,1,1,0.5
552839936521830401,0.5,0,1,1,0.625
552839972911611904,0.0,0,1,1,0.5
552839975843016706,0.5,1,1,1,0.875
552840037642297345,0.0,0,1,1,0.5
552840067199533057,0.0,0,1,1,0.5
552840155728736256,0.0,0,1,1,0.5
552840606074953728,0.0,0,1,1,0.5
552840728116994049,0.0,0,1,1,0.5
552840740007866368,0.0,0,1,1,0.5
552840805678084096,0.0,0,1,1,0.5
552840905213083648,0.5,1,1,0,0.625
552840964025626624,0.0,0,1,0,0.25
552841006799159296,0.0,0,1,1,0.5
552841043423805440,0.0,1,1,1,0.75
552841049467400192,0.0,0,1,1,0.5
552841157785694208,0.0,1,1,1,0.75
552841185199263745,0.5,0,0,1,0.375
552841287670308865,0.0,0,1,1,0.5
552841460681572352,0.0,1,1,1,0.75
552841477819473920,0.0,0,1,1,0.5
552841562963464195,0.0,1,1,1,0.75
552841583251701761,0.0,0,1,1,0.5
552841650582847488,0.0,0,1,1,0.5
552841684485414914,0.5,0,1,1,0.625
552842042242789377,0.0,1,1,0,0.5
552842140188147712,0.0,0,1,1,0.5
552842236883652609,0.0,0,1,1,0.5
552842342143905794,0.0,0,0,1,0.25
552842580929826816,0.0,0,1,1,0.5
552842614555545600,0.0,1,1,1,0.75
552842642216988672,0.0,0,1,1,0.5
552842755454799872,0.0,1,1,1,0.75
552842761565904896,0.0,1,1,1,0.75
552842814061424640,0.0,0,1,1,0.5
552842837516386304,0.0,0,1,1,0.5
552842983247466497,0.0,0,1,1,0.5
552843136238899200,1.0,0,1,1,0.75
552843174218321921,0.0,0,1,1,0.5
552843236797349889,0.0,0,1,1,0.5
552843285468020736,0.0,0,1,1,0.5
552843349246619648,0.0,0,1,1,0.5
552844023996907520,0.0,0,1,1,0.5
552844100224172034,0.0,0,1,0,0.25
552844104418091008,0.0,0,1,1,0.5
552844167681159169,0.0,1,1,1,0.75
552844311096983552,0.0,0,1,1,0.5
552844436460560384,0.0,0,1,1,0.5
552844593046097920,0.0,1,1,1,0.75
552844643097120768,0.5,0,1,1,0.625
552844767281688577,0.0,0,1,1,0.5
552844893148938240,0.0,0,1,1,0.5
552845017208061953,0.5,0,1,1,0.625
552845028130037760,0.0,0,1,1,0.5
552845191003250688,0.0,0,1,1,0.5
552845250268766209,0.0,1,1,1,0.75
552845255796461569,0.0,1,1,1,0.75
552845267289247744,0.0,1,1,1,0.75
552845393541988352,1.0,0,1,1,0.75
552845542536261634,0.0,1,1,1,0.75
552845654637436928,0.0,1,1,1,0.75
552845671477153793,0.0,1,1,1,0.75
552845711289909248,0.5,1,1,1,0.875
552845840247971842,0.0,1,1,1,0.75
552845868932800512,0.0,0,1,1,0.5
552846287314640897,0.0,0,1,1,0.5
552846337746952194,0.0,0,0,1,0.25
552846353416867841,0.0,1,1,1,0.75
552846463467024384,0.5,0,1,1,0.625
552846544320618496,0.5,0,1,1,0.625
552846565950627840,0.0,0,1,1,0.5
552846625467817984,0.0,0,1,1,0.5
552846698524184576,0.0,0,1,1,0.5
552846811359350788,0.5,0,1,1,0.625
552846874432909312,0.0,0,1,1,0.5
552846886626164736,0.0,0,1,1,0.5
552846893588709376,0.5,0,1,1,0.625
552846905819291649,0.0,0,1,1,0.5
552846938677059586,0.0,0,1,1,0.5
552847035108323329,0.0,0,1,1,0.5
552847218403581953,0.0,0,1,1,0.5
552847230693310466,0.0,1,1,1,0.75
552847251207241728,0.0,0,1,1,0.5
552847370489430017,0.0,0,0,1,0.25
552847427410341890,0.0,0,1,1,0.5
552847488571678720,0.0,0,1,1,0.5
552847505763737600,0.0,0,1,1,0.5
552847548776742914,0.0,0,1,1,0.5
552847627319259137,0.0,1,1,1,0.75
552847905498103808,0.0,0,1,1,0.5
552847959864274944,0.0,1,1,1,0.75
552848013778251777,0.0,0,1,0,0.25
552848426812313600,0.0,0,1,1,0.5
552848478196736000,0.0,0,1,1,0.5
552848590373392384,0.0,0,1,1,0.5
552848653132767232,0.0,0,1,1,0.5
552848653980033025,0.0,0,1,1,0.5
552848701312737280,0.0,0,1,1,0.5
552848704819183616,0.0,0,1,1,0.5
552848726197559296,0.0,1,1,1,0.75
552848961372176384,0.0,0,0,1,0.25
552849116280393728,0.0,0,1,1,0.5
552849157694947328,0.0,0,1,1,0.5
552849194944167936,0.0,0,1,1,0.5
552849248182865920,0.0,1,1,1,0.75
552849316021551105,0.0,1,1,1,0.75
552849515271958528,0.0,1,1,1,0.75
552849585899462659,0.0,0,1,1,0.5
552849662991151104,0.0,0,1,1,0.5
552849797892542464,0.0,0,1,1,0.5
552849865680494595,0.0,0,1,1,0.5
552849968546213888,0.0,1,1,1,0.75
552850022271033344,0.0,0,1,1,0.5
552850079074099201,0.0,0,1,1,0.5
552850092806258690,0.0,0,1,1,0.5
552850116324130816,0.0,0,1,1,0.5
552850282410176512,0.0,0,1,1,0.5
552850379453366272,0.0,1,1,1,0.75
552850514132873217,0.0,0,1,1,0.5
