tweet_id,author_id
552820930419109888,459390022
552821030117711872,117366399
552821050145513472,24157295
552821223676444672,122195535
552821282447040513,607946179
552821437678223361,47707475
552821570423771136,47624589
552821573946982401,340441440
552821659103940608,29465136
552821730100924417,239964092
552821810224304128,16589206
552821810572439553,759251
552821862850637825,17537467
552821977061556225,31135856
552821991850668032,246758084
552822043490938881,152478151
552822076676255744,19062754
552822314157768704,2097571
552822330141851649,14260960
552822450824962048,49592004
552822465047437314,37675954
552822544341139458,2286056016
552822566726164481,1704140293
552822604206460928,164397041
552822718115373057,87818409
552822739388882944,48322782
552822783311630336,87416722
552822812281692160,36093269
552822841541144577,16077204
552822873773993984,366819502
552822887988883457,39599748
552822944603582464,17537467
552823014866563072,1008392934
552823029680852992,27987687
552823108537954306,20891396
552823186966855680,151432737
552823198484819969,15438913
552823301899575296,47624589
552823427862908928,1877831
552823691500072960,56961858
552823829333291010,87012901
552823933381394432,16012783
552823940440403968,868112707
552823949311369216,16164636
552823984358977536,56961858
552824126659104771,56961858
552824162969210880,807095
552824163841638400,759251
552824320389435392,134758540
552824383816073216,868112707
552824456557887488,385867551
552824462958395392,47624589
552824705703763969,1020058453
552824742097719296,323188665
552824769754976257,1562935142
552824885484224513,29979814
552825083941879808,15438913
552825211654246401,2467791
552825236715208707,16973333
552825257707335680,17316885
552825303341740032,227568015
552825402872590336,164397041
552825459546030080,243094509
552825473160736768,98250867
552825512708808704,2097571
552825664307744769,201669414
552825739075022848,1769646126
552825783337897984,147994804
552825844755083265,419520517
552826060455550976,320418413
552826150141960192,1664343276
552826238407294977,110396781
552826270866616320,168376502
552826443965927425,61451642
552826524467216385,2423362904
552826580741795840,7702542
552826581916594178,142696824
552826724774592512,25545470
552826876398292992,99333040
552826992509599744,45564482
552827008800280576,18213483
552827029692104706,23963789
552827117663436801,38162820
552827123963281408,2461887810
552827133500719104,14138785
552827164677373952,17782313
552827349667176448,16343974
552827553493565441,16305558
552827606715076608,29979814
552827757164371968,283217942
552827819521085441,186688764
552827825603219456,98627870
552827848734830592,607082634
552827966950866945,311849071
552827979093385216,2402254161
552827981069291520,786764
552828280806850561,14293310
552828308744699904,351120282
552828400843620353,453030125
552828504060874752,140149359
552828573896413185,62241187
552828811344359425,362144301
552828872379875328,28197830
552829011983089664,15486071
552829031075553281,250603308
552829046485434368,270016438
552829082388660224,19915842
552829096816693248,7702542
552829129356496896,13496142
552829176018112513,18424289
552829217134505985,351120282
552829306439598080,345588852
552829395690201088,99333040
552829396265230336,28443608
552829481962835969,16671007
552829571750715392,1652541
552829622128500736,380648579
552829637215408128,1851229334
552829734502297600,14588748
552829904396775425,372502604
552829971631472640,786764
552830151650967552,147580943
552830433688571904,16973333
552830459273809920,20222791
552830521340723200,148653311
552830599002857472,490339438
552830668607348736,47624589
552830674357334016,14401607
552830781656428544,171953871
552830850279424001,3108351
552830862585503746,219345607
552830966411321344,171953871
552831101312303104,17525171
552831107985858560,171953871
552831197420994560,9487272
552831230735962113,115378178
552831266945794048,16343974
552831420197261314,19706851
552831460236099586,5402612
552831506041683970,304029732
552831515940634624,48743186
552831524002103297,2188165862
552831624283693056,77528520
552831705351225344,271413771
552831761957523456,167848621
552831842232324097,19533817
552831974784905216,171953871
552831978522021890,32677883
552832019940376576,49595583
552832142397296641,351120282
552832169496694786,268662889
552832177138696192,283632721
552832232197746688,138787319
552832291601674240,21866939
552832584045330432,7587032
552832721945628672,7744592
552832738542514176,67973271
552832784046108672,949254890
552832996676730881,1231224926
552833148128862208,20848139
552833197084778496,7587032
552833236389199874,351120282
552833268362772481,20891396
552833393734721537,282670739
552833432540430337,16343974
552833483325059072,296894515
552833527444566016,147994804
552833658017824768,1408003598
552833662593400833,37034483
552833681111658496,22021978
552833795142209536,226344539
552833941930274816,226344539
552833942777511937,42371615
552834033600966657,12858902
552834182905221121,17995040
552834229722038273,30313925
552834411553886209,16311797
552834481183539201,44317593
552834501383290880,742143
552834558706847745,15438913
552834559297867778,25106021
552834623944671232,14138785
552834640692912128,192369449
552834732325879809,1367531
552834754056556544,44148621
552834808121163776,1148102359
552834842837409793,295431169
552834996265054208,22800916
552835109372825601,175553686
552835209285337089,171953871
552835221859483649,759251
552835288725061635,245784511
552835301547442176,184536237
552835339325558785,2190056023
552835385043062784,168376502
552835794646212608,1844224638
552835854750605313,16343974
552835988540895232,15164565
552836095332081664,25291723
552836100814032896,28673549
552836167029514240,14095052
552836204283326465,10313752
552836392678465537,625739552
552836444835037184,420314328
552836516775354368,1695784514
552836586191474689,271413771
552836695754678273,952112047
552836775191019520,18725815
552836829234614272,788524
552836844560609281,7589572
552836854085459968,103849564
552836898562265088,16153562
552836913091330051,130184065
552836968410021888,182593031
552836975741632514,6473022
552836985493409792,18725815
552837012689264640,16973333
552837016350912512,29979814
552837027616804864,78890225
552837035732381696,84652988
552837078854410241,1652541
552837086425128961,25999072
552837147305455616,1231224926
552837168482492416,227088399
552837190360006657,68413067
552837268160135169,15319103
552837310707171328,87818409
552837484221300736,18725815
552837499937378305,16973333
552837527640363010,2164349064
552837561119686656,75060487
552837599304622080,2886154223
552837610897694720,23286093
552837644959621120,49946953
552837655105658880,196994616
552837775498964992,18725815
552837814946394112,34655603
552837907174948864,159491022
552838074636718080,16683666
552838105422913538,227088399
552838134627860480,20304663
552838171323817984,365939318
552838203078873089,18725815
552838203276021760,2240567468
552838287929663489,315878798
552838324977545216,122928586
552838341843226624,14293310
552838440103198720,807242
552838479844216833,365939318
552838559393013760,469194846
552838568717344769,14275129
552838613877411840,123661002
552838710296080384,47596039
552839028350136320,87818409
552839103214288896,1367531
552839167575883776,1090556088
552839190921351168,243249906
552839270395035649,21282561
552839289919533056,563108711
552839385209917440,16887175
552839416620658688,56760430
552839518974660608,21733692
552839800433410049,42970367
552839843999645697,87297341
552839869387399168,17441447
552839936521830401,17442320
552839972911611904,732393506
552839975843016706,1277654299
552840037642297345,18424289
552840067199533057,25390350
552840155728736256,501768982
552840606074953728,1077971
552840728116994049,17527559
552840740007866368,788524
552840805678084096,243249906
552840905213083648,34713362
552840964025626624,344613908
552841006799159296,16900353
552841043423805440,5402612
552841049467400192,16395449
552841157785694208,66392518
552841185199263745,460005853
552841287670308865,312696314
552841460681572352,20748745
552841477819473920,16721461
552841562963464195,297690193
552841583251701761,16827148
552841650582847488,179732982
552841684485414914,329121956
552842042242789377,1020058453
552842140188147712,320959649
552842236883652609,87818409
552842342143905794,2426
552842580929826816,17735875
552842614555545600,972651
552842642216988672,23745072
552842755454799872,38291055
552842761565904896,147580943
552842814061424640,373416209
552842837516386304,272388054
552842983247466497,292777349
552843136238899200,230787751
552843174218321921,257747817
552843236797349889,501768982
552843285468020736,20878297
552843349246619648,166207058
552844023996907520,154066182
552844100224172034,645503
552844104418091008,495464885
552844167681159169,7309052
552844311096983552,2097571
552844436460560384,373783051
552844593046097920,246532728
552844643097120768,257824868
552844767281688577,1695784514
552844893148938240,1962860390
552845017208061953,491344675
552845028130037760,16973333
552845191003250688,87818409
552845250268766209,16343974
552845255796461569,330378192
552845267289247744,14717197
552845393541988352,19899606
552845542536261634,14173315
552845654637436928,21439144
552845671477153793,17995040
552845711289909248,25190181
552845840247971842,807095
552845868932800512,47992292
552846287314640897,14940354
552846337746952194,27187343
552846353416867841,2578497883
552846463467024384,101520906
552846544320618496,37303498
552846565950627840,1073802444
552846625467817984,168828976
552846698524184576,218118150
552846811359350788,19346439
552846874432909312,952112047
552846886626164736,7702542
552846893588709376,1877831
552846905819291649,227088399
552846938677059586,1695784514
552847035108323329,413157362
552847218403581953,149913262
552847230693310466,16973333
552847251207241728,282977213
552847370489430017,373783051
552847427410341890,337200920
552847488571678720,6160792
552847505763737600,820585
552847548776742914,1571428436
552847627319259137,292777349
552847905498103808,14511951
552847959864274944,1649603582
552848013778251777,16672510
552848426812313600,199721359
552848478196736000,97382927
552848590373392384,15143478
552848653132767232,15754281
552848653980033025,207441433
552848701312737280,51241574
552848704819183616,403584093
552848726197559296,14082466
552848961372176384,2485636243
552849116280393728,403576718
552849157694947328,428333
552849194944167936,16832632
552849248182865920,113899804
552849316021551105,18650093
552849515271958528,205242337
552849585899462659,2248932158
552849662991151104,292777349
552849797892542464,873299388
552849865680494595,2502895924
552849968546213888,1994321
552850022271033344,1073802444
552850079074099201,429864309
552850092806258690,531902156
552850116324130816,241699458
552850282410176512,182091416
552850379453366272,2808121994
552850514132873217,24824450
552850533523136513,2832246523
552850599168196608,207985340
552850603714826241,15108702
552850611524599808,513159493
552850725467082752,11203972
552850925510225920,31135856
552851189675470849,14888597
552851305023414272,1034665663
552851421155299328,315878798
552851433247477760,5698002
552851546384646145,17983365
552851629624803328,334715818
552851679905734657,76858507
552851710880653312,26192631
552851772658561028,117341432
552851838928953344,2252610394
552851847581413377,1102984189
552978030935941120,14293310
552978225010184193,433584049
552978225094078464,3108351
552978385572732928,487600344
552978435090681856,324962560
552978519328686080,538434730
552978586559188992,7779462
552978642968780800,419520517
552978972963643392,14521106
552979275776032768,487600344
552979420227842048,33315010
552979466050613248,25110374
552979571021447168,487600344
552979992603533312,19379616
552980288394231809,464829719
552980299769200640,16827148
552980557836337152,16031927
552980632432050177,2467791
552980714610634753,8547752
552980760500916225,49491544
552980862774808577,110445334
552981008518500353,1453546867
552981296839131136,23570520
552981531023921153,68577152
552981694979248128,227837742
552981889619722241,149913262
552982124274647042,17152053
552982263907241984,214205356
552982560146726912,17995040
552982635178635265,25198840
552982669840355329,254507476
552982813671043072,733838438
552982816045408256,45564482
552982828963856384,33388399
552982908865368064,374712154
552983003308515328,20639175
552983300730404864,940368062
552983656231628800,15438913
552983966932688897,487600344
552984231748829184,206979151
552984474729062401,35773039
552984511051751425,16031927
552984527295873024,129673790
552984798671945728,15235811
552984940900384769,47318317
552985297307598848,225227311
552985339011153920,15956067
552985389523148802,129880735
552985973445783552,17525171
552986374765563904,487198119
553096943455727617,612473
553096978788515840,53789862
553097004138913792,350341283
553098785132670976,6107422
553098796108750848,16973333
553098799380717568,22799750
553099050409807872,87818409
553099479381848064,82491225
553099800951136256,46078438
553100203239428097,15439395
553100279089205249,21186391
553100922268942336,41789292
553100996855885824,397756361
553101388926840832,256495314
553101451271352320,267855388
553101858013581313,2097571
553102562665050112,22280546
553102828743716864,163718817
553103134210666497,250056239
553103832717094912,16973333
553104539898089472,2461887810
553104721503088640,246860689
553105121526427649,374712154
553105208008773632,53789862
553105460887572480,15439395
553105493255000065,109042732
553105942460760064,1562935142
553106200242700289,22657914
553106334607228928,6107422
553106714682462209,270569708
553106869615472640,158848407
553107688591089664,622888708
553107939926736896,428333
553108153915944961,501987780
553108170726719488,16343974
553108242856177664,807095
553108804934856704,15438913
553109319764291584,356026306
553109369886633984,2453770044
553109813807575040,266073503
553110609513177088,16887175
553110751238701058,1680465068
553110780745629696,265504987
553110783761338368,71491041
553111157738057728,1571428436
553111553235361792,770751798
553111820786204672,16973333
553112060788473856,1571428436
553112230292496384,292765961
553113395487330304,16973333
553113509152952321,88210310
553113536625664000,2365656804
553113938091462656,16343974
553113944219320320,2873131525
553114158989074432,3108351
553114307383541761,329121956
553115176057065473,16973333
553115341338198016,374712154
553115396006764544,14293310
553115926531674112,31114386
553116149333114880,522285305
553116528074575872,87818409
553117423906590720,260661314
553117500410716160,116768508
553117623568068608,259323371
553117778870169600,1172992904
553117857609809920,20052487
553118212813246464,7589572
553118384540643328,132162464
553118438332571648,3108351
553119235904643072,58371469
553119505887395840,67305394
553120696910364673,14264854
553120849231089664,742143
553121522769219584,233533968
553121581187485696,16973333
553122276913471488,239512089
553122359398260736,87818409
553123078541434880,364930669
553123958602862593,242653461
553124563266306048,2190056023
553124783043649537,1957125536
553124985137815552,3108351
553124985900785666,485861064
553125301090525185,2461887810
553125364520992768,77685623
553125384246804480,309065519
553126044375732224,142375993
553126072905383936,2097571
553126492579053568,15438913
553126517027262465,2873653153
553126517187047424,83795099
553126953268834304,92377901
553127086706397185,76372965
553127274829328385,37034483
553127508150071297,807095
553127546129117184,33203801
553127632947396609,140955302
553127899033640960,100174414
553128245420257280,17001490
553128325217275905,607946179
553128548526227456,239825437
553129117215100928,2147647676
553129378969047043,16705804
553129478008758272,14722676
553129811850559488,524545961
553130475032563712,328369973
553131554743287808,46376581
553131557892804609,2883734737
553131566172737536,87818409
553131713376047104,503681629
553131763468603392,2461887810
553131791553667072,308439963
553131797379551232,2368811822
553132534771744768,380285402
553132714446950400,37034483
553132819237462016,498086229
553133048611753984,196994616
553133340795363328,21661279
553134790925619201,16973333
553135106609922049,22479281
553135255583219712,20678866
553135802495270913,807095
553135886859534336,16672510
553135991083769856,15179672
553136053112950785,2453770044
553136237083889664,15438913
553136990787342336,2163076560
553137068688543744,2453787236
553137476135432194,893836951
553137557601812480,14173315
553137601457426433,48743186
553137713163943936,514019413
553138330557108224,893836951
553138598980370433,11793022
553139058827096064,214672289
553139285717950465,16887175
553139515171557376,2336227399
553139573019406336,927285830
553140194606469121,514019413
553140461540343808,893836951
553140613051215873,7587032
553141935482093568,380648579
553142344166301696,19929890
553143017922912256,81139048
553143179038715904,38708614
553143415899451393,27725199
553143519536500738,1994321
553143905039159297,556633808
553143987377561600,59627487
553144384737525762,224653925
553144428584398850,215598844
553144448452792321,91334232
553144889811402752,15170194
553144928721973248,1994321
553144964168036352,1375289149
553145034720030720,27457454
553145130354765824,44089820
553145137086607360,17537467
553145236268916736,330866062
553145422097969152,35466620
553145603665186816,14095052
553145690424344576,46775077
553145736045801472,742143
553145755079569408,7587032
553145759961714688,1571428436
553145830761594880,806133
553145859089920000,15028398
553146117685522433,2453787236
553146248652681217,14293310
553146494271094784,20771519
553146691344695297,384779793
553147034707165185,15234546
553147120942084096,6017542
553147341470203906,3108351
553147368913506304,13496142
553148339160907776,19178965
553148844574511104,69181624
553148900811759617,15084853
553148926459920386,33315010
553148970651107329,20678866
553148984509100032,374712154
553149163181838336,2882008626
553149253363576832,408200652
553149347777753088,66967746
553149508637708288,33315010
553149880693456896,69181624
553151132949053440,2453781038
553151201253294080,87416722
553151328009351169,134293369
553151506556653568,101677248
553151670796820480,16343974
553151691512492033,2878770595
553151700950065152,24069453
553151749008424960,15754281
553151804046082048,19968074
553151980928262144,868112707
553152208691539968,225382649
553152400832606208,1344951
553152448077258753,2324408143
553152515701612544,34726009
553152675014246400,338968305
553152831050362882,1375289149
553153073481535489,17537467
553153190859141120,16973333
553153731471364096,2622553496
553153740925304832,26012202
553155289235881984,16416978
553155430055440384,868112707
553155988917075968,380648579
553156573607251968,43531759
553156988356820992,14940354
553157114156560385,16807528
553157352091025408,1123128290
553157384714342400,16973333
553157600225677312,16675569
553157600704204800,170998795
553157744061325312,877551276
553157857215262721,215957468
553158824979619840,335171942
553158826435018752,22993014
553159290987364352,76858507
553159409476837376,20159596
553159439457341442,28785486
553159773555023872,30974408
553159810179661826,22021978
553160213839486976,438355707
553160244847984640,14569869
553160898399834112,7744592
553160909208559616,24127595
553161360503500801,74964468
553161401733496832,373024636
553161458931236864,357584312
553161476928978944,367044023
553161912968417280,56039856
553162401940770816,37072821
553162459885096962,64643056
553162589744926720,17469289
553162815402672128,501768982
553163190138580992,47992292
553163210715844608,147994804
553163344577064960,742143
553163722378977282,3108351
553163862707818496,106118793
553164185006534656,106118793
553164303650799616,14173315
553164381673259008,189118361
553164722380742656,87818409
553165231275663361,14485018
553165418639413248,87818409
553165538499641344,22650211
553165824979386368,14940354
553166152344829952,14291684
553166766977740801,16343974
553166907596365824,382051315
553168646051475456,38708614
553168698677030913,506429053
553168792017457154,16973333
553169114102247424,538031518
553169577228926976,239964092
553169622762262529,19346439
553170912129056770,2097571
553170984824733698,5402612
553171056589279233,14123751
553171741804359680,3108351
553171841913602048,2768501
553171877464920064,15754281
553171989385728000,87818409
553172148085620738,16170253
553172543470043136,16955991
553172609211596800,121817564
553172769819852800,585612126
553172900270727169,864871926
553173371043995648,144313594
553173501369389056,87818409
553173654121742336,87818409
553174247506706432,47624589
553174338380517376,65045121
553174353735872512,83638901
553174536028303360,28785486
553174607604482048,3108351
553174639158231041,41203507
553174713061892097,742143
553174789561389056,14606079
553175336926449664,5695632
553175451506855936,16681111
553175550231986177,16973333
553175714128990208,15754281
553176976698376192,1020058453
553177082566836225,15438913
553177099843149824,18576537
553177321218514944,972651
553177465883873280,538467434
553177822312013825,22021978
553177833686589440,807095
553178273895956480,28139873
553178341596233728,1649548520
553180005514366976,16589206
553180071775993857,15164565
553180236591169536,16589206
553180503969644544,80803819
553180729254113280,14085040
553181386069143552,92181348
553181500104269824,566312210
553181586829484034,129051309
553181899662049281,20375332
553181902543126529,247695869
553181997041217537,15164565
553182566564757504,61536089
553182889379397632,277501298
553183067670843392,428333
553183099610095616,532779460
553183420499894272,1068121346
553184082277187585,17537467
553184390260338688,24506246
553184451774402560,1649548520
553185062829948928,2365672292
553185404657352704,15439395
553185716218650624,2467791
553185825065009153,17672825
553185854165114882,6017542
553186026811039745,403338386
553186457121472512,87818409
553186515359379457,47617445
553186577850335232,807095
553186670871597056,20159596
553186739326812161,329121956
553187282295877632,16106584
553187649943384064,149913262
553187683510812672,19534873
553187959835725824,81683900
553187990953295872,20772763
553188115033387008,5402612
553188214522249217,16973333
553188225691684864,394686596
553188974811185152,1020058453
553189024941481985,15438913
553189165509394432,807095
553189490521812992,18510860
553189526177579008,15439395
553189840913989633,19346439
553190655011205120,16973333
553190729447919616,5402612
553191800408911872,14293310
553192366098898945,16973333
553192373728342016,22021978
553192641328734208,16106584
553193210269298688,16343974
553193480319942656,742143
553193866057506817,3108351
553194417239363584,16080866
553194557316542465,353796254
553194632520421376,2622553496
553195138156343296,31135856
553195806899970048,14465607
553195808930410496,107210124
553195827397926912,16096416
553195852643442688,759251
553195969282867202,415753384
553196035133440000,19017675
553196263064498176,149913262
553196453938855937,742143
553196571194851328,491631309
553196930768330753,1379288282
553196953480495105,972651
553197181151481857,557872038
553197197618339841,16955991
553197212726218752,34713362
553198107278987264,2966351008
553198268436344832,862374578
553198344034865152,16973333
553198853487611907,122448174
553199320053592067,1725292759
553199664720543744,64643056
553200047417196544,2966351008
553200085132009475,532779460
553200115079712768,15279429
553200552142983168,220081875
553200573387124736,41204528
553200726403710976,14293310
553200769671761920,2461887810
553201523577331712,927285830
553201539737976833,1339678076
553201549997277185,15995155
553201965002653696,92242282
553203041705664513,9507342
553203538579701760,357430585
553204017552457728,38291055
553204399439642624,111250814
553204986474422273,138749160
553205115830951936,2844537888
553205261847236608,15439395
553205372719472640,1877831
553205427253829632,428333
553205492458475520,16973333
553205691742425088,272388054
553206096131670016,43568964
553206304396038145,15754281
553206989925658624,87818409
553207216774590464,87818409
553207267685060608,121817564
553207514222063618,30138572
553208300607922177,1877831
553208762291339265,67197351
553208946350362625,67305394
553209232712294401,15644999
553209341520535552,245354027
553209843939831809,16973333
553209912550240256,87818409
553209917944131585,15234407
553209983845023745,16589206
553210080829906945,17994522
553210306877739008,25675905
553210869010935808,47685065
553211397782654976,5402612
553212333867012096,2097571
553212338728603648,9207632
553212702714499074,60296618
553213326277500929,3108351
553213361350262784,146218381
553213362713399297,16973333
553213740137467907,23569016
553214219899117568,16973333
553214358948683776,20622594
553214576956043264,2453801011
553214597055135744,14677919
553214612569456640,9890492
553214700155330560,123979525
553214726629781505,520011678
553214783647145984,1905230346
553214939838836736,271413771
553215305917665280,3108351
553215313807163392,90202078
553215362058440704,759251
553215383256432640,807095
553215523602046976,16184358
553215634864345088,22634051
553215658784456705,614722543
553215879979085829,1634077976
553215929107382275,13493302
553216451780554752,23818581
553216460164968449,14353202
553216874130206721,918346674
553218001181605889,15438913
553218083410952192,109042732
553218279557582849,824157
553218281705066496,28443608
553218599390040065,3108351
553219047048105985,2197547646
553219195056693249,574701065
553219651594125312,4970411
553219770053443585,270569708
553220054184382465,23465218
553220172925132800,8161232
553220369721483266,94816809
553221281181859841,17060020
553221293298819074,397756361
553221319345844225,16029780
553222038379180032,18980276
553222048924049408,16012783
553222727700865025,1630896181
553223681409703937,1263706735
553223882128490496,5988062
553223992300285952,330906573
553224082213601280,64643056
553224215676354560,807095
553224402012078081,2461887810
553224764924243969,487600344
553225359928213505,487600344
553225402282692608,16973333
553225701701066752,487600344
553225809444749313,5971922
553225828625297408,90034304
553226059836297216,1068121346
553226143307161600,3108351
553226479904231424,196994616
553226624976420864,16992416
553227220765130752,742143
553227238829981698,1379288282
553227258782306304,42972818
553227288859664384,1562935142
553227389061582848,15438913
553227441712668672,7993262
553227856046596097,4816
553227906449960961,380648579
553228482927263744,283411624
553228535511650305,14159148
553228537084116993,109065990
553229177055219713,454099919
553229592480481281,275686563
553229626756329472,16184358
553229808260632578,273581084
553229948153262081,538761714
553229956830875650,18655567
553230256992423936,807095
553230614712033283,64643056
553230661012975618,2955319510
553231516290269184,5695632
553231607449276416,2826814674
553231667523883009,191890805
553232137931849728,50227161
553232531827740672,852269288
553232704708546561,807095
553233130275221504,222556688
553233414145310720,37628540
553234456522522624,807095
553234578086055937,44361097
553235271169638400,2453787236
553235360722214912,368196789
553236009081921536,47722134
553462249562832897,3108351
553463773844238337,87818409
553464709899616257,2453770044
553465105028222976,81305054
553466755411369985,33315010
553468593141469184,222471144
553469263650906112,19897138
553470907629707266,16012783
553472557978902529,904574947
553473369539366912,134196350
553473559352606720,256413041
553473629854646272,2315411725
553476288103477249,292765961
553478014785187840,238575113
553479280014151681,270569708
553479401296625664,87818409
553480257747963905,2574072036
553480287045554176,14231313
553480333954678784,646483
553480876315901953,19017675
553480900869361664,14293310
553481335948709888,22162815
553481963864993792,46335511
553483707122995201,1649548520
